"","Time","Force 1","Force 2","Angle","Velocity","Acceleration","Force1","Force2","Ratio","Torque","Length","Spin","Mass","V_bin"
"814","6.24","10.844017094","-10.9451122773","-0.471238898038",1.18779351872,"3.06375312368",10.844017094,-10.9451122773,-0.990763440270077,1.298249195781,"60cm","spin","0g",1.2
"815","6.26","11.5021367521","-9.42072815947","-0.436332312999",1.18779351872,"-1.95272177114",11.5021367521,-9.42072815947,-1.22093924773084,1.4426986680309,"60cm","spin","0g",1.2
"816","6.28","10.0064102564","-9.20731438298","-0.418879020479",0.993868046275,"-2.12105985485",10.0064102564,-9.20731438298,-1.08678924604738,1.2247421069706,"60cm","spin","0g",1
"817","6.3","11.2927350427","-11.0365753244","-0.401425727959",0.993868046275,"2.1547274716",11.2927350427,-11.0365753244,-1.02321007294117,1.362812996673,"60cm","spin","0g",1
"818","6.32","11.2329059829","-8.93292524177","-0.383972435439",1.18779351872,"2.1547274716",11.2329059829,-8.93292524177,-1.25747229254482,1.4169481401819,"60cm","spin","0g",1.2
"819","6.34","10.0662393162","-9.81706803011","-0.349065850399",1.18779351872,"-2.1547274716",10.0662393162,-9.81706803011,-1.02538143622167,1.2154238565267,"60cm","spin","0g",1.2
"820","6.36","11.5918803419","-10.7316985008","-0.331612557879",0.993868046275,"-2.12105985485",11.5918803419,-10.7316985008,-1.08015337376799,1.416831096261,"60cm","spin","0g",1
"821","6.38","10.6944444444","-8.56707305349","-0.314159265359",0.993868046275,"2.35673317206",10.6944444444,-8.56707305349,-1.24831951094935,1.3471544750553,"60cm","spin","0g",1
"822","6.4","10.3055555556","-10.4268216772","-0.296705972839",1.18779351872,"3.06375312368",10.3055555556,-10.4268216772,-0.988369790396898,1.233028683024,"60cm","spin","0g",1.2
"823","6.42","11.6816239316","-10.2438955831","-0.261799387799",1.21203420277,"-0.336676167437",11.6816239316,-10.2438955831,-1.1403497660472,1.444926722247,"60cm","spin","0g",1.2
"824","6.44","10.3354700855","-8.74999914763","-0.244346095279",1.06659009844,"0",10.3354700855,-8.74999914763,-1.18119669626476,1.2878205383961,"60cm","spin","0g",1.1
"825","6.46","10.844017094","-10.9146245949","-0.226892802759",1.21203420277,"0.336676167437",10.844017094,-10.9146245949,-0.993530927217324,1.299163826253,"60cm","spin","0g",1.2
"826","6.48","11.5021367521","-9.48170352419","-0.191986217719",1.18779351872,"-3.06375312368",11.5021367521,-9.48170352419,-1.21308757680046,1.4408694070893,"60cm","spin","0g",1.2
"827","6.5","10.0363247863","-9.29877743005","-0.174532925199",0.993868046275,"-2.32306555532",10.0363247863,-9.29877743005,-1.07931659422953,1.2264853950435,"60cm","spin","0g",1
"828","6.52","11.4423076923","-11.0670630067","-0.157079632679",0.993868046275,"2.32306555532",11.4423076923,-11.0670630067,-1.03390643799288,1.384334263644,"60cm","spin","0g",1
"829","6.54","11.1132478632","-8.78048682999","-0.13962634016",1.18779351872,"3.06375312368",11.1132478632,-8.78048682999,-1.26567559161326,1.4035725745803,"60cm","spin","0g",1.2
"830","6.56","10.3952991453","-10.5487724067","-0.10471975512",1.21203420277,"-0.336676167437",10.3952991453,-10.5487724067,-0.985451078525258,1.242831699594,"60cm","spin","0g",1.2
"831","6.58","12.1901709402","-11.0365753244","-0.0872664625997",1.06659009844,"-0.0336676167437",12.1901709402,-11.0365753244,-1.10452478073063,1.497428381298,"60cm","spin","0g",1.1
"832","6.6","10.9337606838","-8.62804841821","-0.0698131700798",1.21203420277,"0.134670466975",10.9337606838,-8.62804841821,-1.26723450702057,1.3812226500237,"60cm","spin","0g",1.2
"833","6.62","10.7542735043","-11.2499891009","-0.0349065850399",1.18779351872,"-3.97277877576",10.7542735043,-11.2499891009,-0.955936348724076,1.275641352618,"60cm","spin","0g",1.2
"834","6.64","12.25","-10.3963339949","-0.0174532925199",0.969627362219,"-4.17478447622",12.25,-10.3963339949,-1.1782999667007,1.525609980153,"60cm","spin","0g",1
"835","6.66","10.1858974359","-8.38414695935","0",0.921145994108,"-0.0336676167437",10.1858974359,-8.38414695935,-1.21489967736559,1.2763602066045,"60cm","spin","0g",0.9
"836","6.68","10.6047008547","-11.0365753244","0.0174532925199",0.969627362219,"3.93911115902",10.6047008547,-11.0365753244,-0.960868796976794,1.259607868473,"60cm","spin","0g",1
"837","6.7","11.5320512821","-9.29877743005","0.0349065850399",1.18779351872,"2.82807980647",11.5320512821,-9.29877743005,-1.24016854568784,1.4508443694135,"60cm","spin","0g",1.2
"838","6.72","9.67735042735","-8.81097451234","0.0698131700798",1.18779351872,"-3.09742074042",9.67735042735,-8.81097451234,-1.09832918183983,1.1872733287323,"60cm","spin","0g",1.2
"839","6.74","11.4423076923","-11.432915195","0.0872664625997",0.969627362219,"-5.05014251156",11.4423076923,-11.432915195,-1.00082153126651,1.373358697995,"60cm","spin","0g",1
"840","6.76","10.9935897436","-8.353659277","0.10471975512",0.896905310053,"-2.72707695624",10.9935897436,-8.353659277,-1.31602084536396,1.39842868323,"60cm","spin","0g",0.9
"841","6.78","10.0961538462","-10.4268216772","0.12217304764",0.872664625997,"-2.46716227694E-15",10.0961538462,-10.4268216772,-0.96828680481579,1.201618426614,"60cm","spin","0g",0.9
"842","6.8","12.1303418803","-10.7926738655","0.13962634016",0.896905310053,"2.72707695624",12.1303418803,-10.7926738655,-1.12394222520482,1.49577106608,"60cm","spin","0g",0.9
"843","6.82","10.514957265","-8.47561000642","0.157079632679",0.969627362219,"5.05014251156",10.514957265,-8.47561000642,-1.24061362628003,1.3229752895574,"60cm","spin","0g",1
"844","6.84","11.1132478632","-11.8292550656","0.174532925199",1.18779351872,"3.06375312368",11.1132478632,-11.8292550656,-0.939471488404863,1.312109527512,"60cm","spin","0g",1.2
"845","6.86","12.1004273504","-9.69511730068","0.209439510239",1.18779351872,"-3.06375312368",12.1004273504,-9.69511730068,-1.24809499205866,1.5242105835396,"60cm","spin","0g",1.2
"846","6.88","10.1858974359","-9.20731438298","0.226892802759",0.969627362219,"-5.11747774505",10.1858974359,-9.20731438298,-1.10628322355637,1.2516651838956,"60cm","spin","0g",1
"847","6.9","11.5918803419","-11.4938905597","0.244346095279",0.896905310053,"-3.19842359065",11.5918803419,-11.4938905597,-1.00852537978251,1.393965334494,"60cm","spin","0g",0.9
"848","6.92","11.2628205128","-8.81097451234","0.261799387799",0.872664625997,"-2.28939793857",11.2628205128,-8.81097451234,-1.27827182986696,1.4250938415498,"60cm","spin","0g",0.9
"849","6.94","10.4551282051","-10.7621861832","0.279252680319",0.848423941942,"-3.19842359065",10.4551282051,-10.7621861832,-0.971468810065809,1.245403645269,"60cm","spin","0g",0.8
"850","6.96","12.3397435897","-10.9755999597","0.296705972839",0.775701889775,"-5.11747774505",12.3397435897,-10.9755999597,-1.1242887527797,1.521693539664,"60cm","spin","0g",0.8
"851","6.98","10.9337606838","-8.90243755941","0.314159265359",0.557535733276,"-3.06375312368",10.9337606838,-8.90243755941,-1.22817605974027,1.3729909757877,"60cm","spin","0g",0.6
"852","7","11.1730769231","-11.7073043362","0.314159265359",0.557535733276,"3.06375312368",11.1730769231,-11.7073043362,-0.954368025485754,1.324742408379,"60cm","spin","0g",0.6
"853","7.02","11.9209401709","-9.7560926654","0.331612557879",0.775701889775,"5.0838101283",11.9209401709,-9.7560926654,-1.22189698066088,1.495458245673,"60cm","spin","0g",0.8
"854","7.04","10.1858974359","-9.29877743005","0.349065850399",0.848423941942,"2.96275027345",10.1858974359,-9.29877743005,-1.09540178937751,1.2489212924835,"60cm","spin","0g",0.8
"855","7.06","11.5918803419","-11.432915195","0.366519142919",0.872664625997,"1.14469896929",11.5918803419,-11.432915195,-1.01390416566455,1.395794595435,"60cm","spin","0g",0.9
"856","7.08","11.0534188034","-8.50609768878","0.383972435439",0.872664625997,"0.235673317206",11.0534188034,-8.50609768878,-1.29947000467442,1.4028298898466,"60cm","spin","0g",0.9
"857","7.1","10.2457264957","-10.5487724067","0.401425727959",0.872664625997,"0",10.2457264957,-10.5487724067,-0.97127192631367,1.220395802154,"60cm","spin","0g",0.9
"858","7.12","12.1901709402","-10.7621861832","0.418879020479",0.872664625997,"-0.235673317206",12.1901709402,-10.7621861832,-1.1326853794101,1.505660055534,"60cm","spin","0g",0.9
"859","7.14","10.485042735","-8.50609768878","0.436332312999",0.872664625997,"-1.14469896929",10.485042735,-8.50609768878,-1.23265016681272,1.3175734795866,"60cm","spin","0g",0.9
"860","7.16","10.6944444444","-10.9755999597","0.453785605519",0.848423941942,"-2.96275027345",10.6944444444,-10.9755999597,-0.974383585741796,1.274898667869,"60cm","spin","0g",0.8
"861","7.18","11.9209401709","-9.87804339482","0.471238898038",0.775701889775,"-5.11747774505",11.9209401709,-9.87804339482,-1.20681188515038,1.4917997237904,"60cm","spin","0g",0.8
"862","7.2","10.4551282051","-9.5426788889","0.488692190558",0.557535733276,"-3.29942644088",10.4551282051,-9.5426788889,-1.09561773238135,1.281988864098,"60cm","spin","0g",0.6
"863","7.22","12.2200854701","-11.7987673833","0.488692190558",0.557535733276,"1.91905415439",12.2200854701,-11.7987673833,-1.03570865270184,1.479049799016,"60cm","spin","0g",0.6
"864","7.24","11.7713675214","-9.29877743005","0.506145483078",0.75146120572,"2.08739223811",11.7713675214,-9.29877743005,-1.26590485791816,1.4867418053085,"60cm","spin","0g",0.8
"865","7.26","10.9935897436","-11.2499891009","0.523598775598",0.75146120572,"-2.35673317206",10.9935897436,-11.2499891009,-0.977208923937581,1.311538788513,"60cm","spin","0g",0.8
"866","7.28","12.5192307692","-10.7316985008","0.541052068118",0.557535733276,"-3.06375312368",12.5192307692,-10.7316985008,-1.16656564366458,1.555933660356,"60cm","spin","0g",0.6
"867","7.3","10.7542735043","-9.0548759712","0.541052068118",0.533295049221,"0.303008550693",10.7542735043,-9.0548759712,-1.18767761574042,1.341494746509,"60cm","spin","0g",0.5
"868","7.32","11.5918803419","-11.8292550656","0.558505360638",0.678739153553,"-0.202005700462",11.5918803419,-11.8292550656,-0.979933248342045,1.383904399317,"60cm","spin","0g",0.7
"869","7.34","11.9209401709","-9.29877743005","0.575958653158",0.533295049221,"-1.27936943626",11.9209401709,-9.29877743005,-1.28199005305538,1.5091777027335,"60cm","spin","0g",0.5
"870","7.36","10.485042735","-10.3658463125","0.575958653158",0.533295049221,"1.01002850231",10.485042735,-10.3658463125,-1.01149895714316,1.261781020875,"60cm","spin","0g",0.5
"871","7.38","12.1303418803","-11.0670630067","0.593411945678",0.678739153553,"-0.942693268824",12.1303418803,-11.0670630067,-1.09607597543777,1.487539391844,"60cm","spin","0g",0.7
"872","7.4","10.5747863248","-8.44512232407","0.610865238198",0.509054365165,"-3.26575882414",10.5747863248,-8.44512232407,-1.25217680916949,1.3328642789979,"60cm","spin","0g",0.5
"873","7.42","10.9038461538","-11.1890137362","0.610865238198",0.460572997054,"-2.05372462137",10.9038461538,-11.1890137362,-0.974513608694805,1.299906510984,"60cm","spin","0g",0.5
"874","7.44","11.891025641","-9.66462961833","0.628318530718",0.436332312999,"-0.942693268824",11.891025641,-9.66462961833,-1.23036537462826,1.4937149576001,"60cm","spin","0g",0.4
"875","7.46","10.4551282051","-9.72560498304","0.628318530718",0.436332312999,"-0.202005700462",10.4551282051,-9.72560498304,-1.0750105750061,1.2765010812738,"60cm","spin","0g",0.4
"876","7.48","12.3098290598","-11.8292550656","0.645771823238",0.436332312999,"-0.0673352334874",12.3098290598,-11.8292550656,-1.04062588823514,1.491596707002,"60cm","spin","0g",0.4
"877","7.5","11.6517094017","-9.08536365355","0.645771823238",0.436332312999,"-0.202005700462",11.6517094017,-9.08536365355,-1.28247033866908,1.4751955006485,"60cm","spin","0g",0.4
"878","7.52","11.1730769231","-11.3414521479","0.663225115758",0.436332312999,"-0.942693268824",11.1730769231,-11.3414521479,-0.985153997688808,1.335717974028,"60cm","spin","0g",0.4
"879","7.54","12.6688034188","-10.9146245949","0.663225115758",0.412091628943,"-2.05372462137",12.6688034188,-10.9146245949,-1.16071820048851,1.572881774973,"60cm","spin","0g",0.4
"880","7.56","10.9337606838","-9.35975279476","0.680678408278",0.363610260832,"-3.26575882414",10.9337606838,-9.35975279476,-1.16816767745417,1.3592715187272,"60cm","spin","0g",0.4
"881","7.58","12.1303418803","-12.0731565245","0.680678408278",0.193925472444,"-0.942693268824",12.1303418803,-12.0731565245,-1.00473657039764,1.45735658631,"60cm","spin","0g",0.2
"882","7.6","12.3995726496","-9.7560926654","0.680678408278",0.339369576777,"1.01002850231",12.3995726496,-9.7560926654,-1.27095683434569,1.567253117478,"60cm","spin","0g",0.3
"883","7.62","11.0534188034","-10.9146245949","0.698131700798",0.339369576777,"-1.27936943626",11.0534188034,-10.9146245949,-1.01271635201864,1.330574082663,"60cm","spin","0g",0.3
"884","7.64","12.8183760684","-11.8292550656","0.698131700798",0.193925472444,"-0.235673317206",12.8183760684,-11.8292550656,-1.08361650816681,1.567878758292,"60cm","spin","0g",0.2
"885","7.66","11.3226495726","-9.0548759712","0.698131700798",0.339369576777,"0.0673352334874",11.3226495726,-9.0548759712,-1.25044778179325,1.426751156754,"60cm","spin","0g",0.3
"886","7.68","11.4423076923","-11.8292550656","0.715584993318",0.315128892721,"-4.20845209296",11.4423076923,-11.8292550656,-0.967288948361147,1.361468501877,"60cm","spin","0g",0.3
"887","7.7","12.4594017094","-10.1829202184","0.715584993318",0.0969627362219,"-5.31948344551",12.4594017094,-10.1829202184,-1.22355880652846,1.563422649858,"60cm","spin","0g",0.1
"888","7.72","10.8739316239","-10.3048709478","0.715584993318",0.0242406840555,"-2.99641789019",10.8739316239,-10.3048709478,-1.05522249419547,1.321943615151,"60cm","spin","0g",0
"889","7.74","12.7286324786","-12.0426688421","0.715584993318",0,"-1.14469896929",12.7286324786,-12.0426688421,-1.05696109770136,1.548014806527,"60cm","spin","0g",0
"890","7.76","11.6217948718","-9.26828974769","0.715584993318",0,"-0.235673317206",11.6217948718,-9.26828974769,-1.25393089644145,1.4652205383393,"60cm","spin","0g",0
"891","7.78","11.561965812","-11.7377920186","0.715584993318",0,"-0.0336676167437",11.561965812,-11.7377920186,-0.985020504169661,1.382161111242,"60cm","spin","0g",0
"892","7.8","12.4594017094","-10.3048709478","0.715584993318",0,"0",12.4594017094,-10.3048709478,-1.20907886886832,1.559764127976,"60cm","spin","0g",0
"893","7.82","10.7243589744","-9.84755571247","0.715584993318",0,"-0.0336676167437",10.7243589744,-9.84755571247,-1.0890376543714,1.3132271747859,"60cm","spin","0g",0
"894","7.84","12.3397435897","-11.8292550656","0.715584993318",0,"-0.235673317206",12.3397435897,-11.8292550656,-1.04315474822963,1.496083886487,"60cm","spin","0g",0
"895","7.86","11.5918803419","-9.11585133591","0.715584993318",0,"-1.14469896929",11.5918803419,-9.11585133591,-1.27161796685255,1.4653065112077,"60cm","spin","0g",0
"896","7.88","11.2628205128","-11.4024275126","0.715584993318",-0.0242406840555,"-2.96275027345",11.2628205128,-11.4024275126,-0.987756379100351,1.347350251542,"60cm","spin","0g",0
"897","7.9","12.6388888889","-10.7926738655","0.715584993318",-0.0969627362219,"-5.11747774505",12.6388888889,-10.7926738655,-1.17106187460196,1.57205311737,"60cm","spin","0g",-0.1
"898","7.92","11.1730769231","-9.93901875954","0.715584993318",-0.315128892721,"-3.29942644088",11.1730769231,-9.93901875954,-1.1241629775953,1.3777909756788,"60cm","spin","0g",-0.3
"899","7.94","12.8183760684","-12.4694963951","0.698131700798",-0.315128892721,"1.88538653765",12.8183760684,-12.4694963951,-1.02797864983842,1.548671518407,"60cm","spin","0g",-0.3
"900","7.96","12.5790598291","-9.99999412425","0.698131700798",-0.121203420277,"1.88538653765",12.5790598291,-9.99999412425,-1.25790672202454,1.5868591506375,"60cm","spin","0g",-0.1
"901","7.98","11.9807692308","-11.9512057951","0.698131700798",-0.121203420277,"-3.29942644088",11.9807692308,-11.9512057951,-1.00247367807122,1.438579210767,"60cm","spin","0g",-0.1
"902","8","13.4465811966","-11.7987673833","0.698131700798",-0.339369576777,"-5.11747774505",13.4465811966,-11.7987673833,-1.13965982714706,1.663024157991,"60cm","spin","0g",-0.3
"903","8.02","11.7115384615","-10.152432536","0.680678408278",-0.412091628943,"-2.96275027345",11.7115384615,-10.152432536,-1.15356969080774,1.452157793145,"60cm","spin","0g",-0.4
"904","8.04","12.9081196581","-12.6219348069","0.680678408278",-0.436332312999,"-1.17836658603",12.9081196581,-12.6219348069,-1.02267361189693,1.557559904508,"60cm","spin","0g",-0.4
"905","8.06","12.7286324786","-10.0914571713","0.663225115758",-0.436332312999,"-0.471346634412",12.7286324786,-10.0914571713,-1.26132750330647,1.606551156651,"60cm","spin","0g",-0.4
"906","8.08","11.7115384615","-11.6158412891","0.663225115758",-0.436332312999,"-1.17836658603",11.7115384615,-11.6158412891,-1.00823850550453,1.408255530552,"60cm","spin","0g",-0.4
"907","8.1","13.2670940171","-11.7377920186","0.645771823238",-0.460572997054,"-2.96275027345",13.2670940171,-11.7377920186,-1.13028872858512,1.637930342007,"60cm","spin","0g",-0.5
"908","8.12","11.5918803419","-9.87804339482","0.645771823238",-0.533295049221,"-5.11747774505",11.5918803419,-9.87804339482,-1.17349963738555,1.4424407494404,"60cm","spin","0g",-0.5
"909","8.14","12.5491452991","-12.3170579833","0.628318530718",-0.75146120572,"-3.29942644088",12.5491452991,-12.3170579833,-1.01884275580375,1.512860055366,"60cm","spin","0g",-0.8
"910","8.16","12.4893162393","-9.93901875954","0.610865238198",-0.75146120572,"1.88538653765",12.4893162393,-9.93901875954,-1.25659449302398,1.5752268731088,"60cm","spin","0g",-0.8
"911","8.18","11.5021367521","-11.4024275126","0.593411945678",-0.557535733276,"1.88538653765",11.5021367521,-11.4024275126,-1.00874456245302,1.383247687437,"60cm","spin","0g",-0.6
"912","8.2","13.2371794872","-11.8292550656","0.593411945678",-0.557535733276,"-3.29942644088",13.2371794872,-11.8292550656,-1.11902054810656,1.630699271112,"60cm","spin","0g",-0.6
"913","8.22","11.7115384615","-9.93901875954","0.575958653158",-0.775701889775,"-5.15114536179",11.7115384615,-9.93901875954,-1.17833950662973,1.4585602064388,"60cm","spin","0g",-0.8
"914","8.24","12.8482905983","-12.713397854","0.558505360638",-0.848423941942,"-3.19842359065",12.8482905983,-12.713397854,-1.01061028262067,1.545841654125,"60cm","spin","0g",-0.8
"915","8.26","13.1175213675","-10.6097477714","0.541052068118",-0.872664625997,"-2.28939793857",13.1175213675,-10.6097477714,-1.23636505316932,1.649335771983,"60cm","spin","0g",-0.9
"916","8.28","12.2200854701","-11.9816934774","0.523598775598",-0.896905310053,"-3.19842359065",12.2200854701,-11.9816934774,-1.01989635214335,1.473562016193,"60cm","spin","0g",-0.9
"917","8.3","13.8055555556","-12.3475456657","0.506145483078",-0.969627362219,"-5.15114536179",13.8055555556,-12.3475456657,-1.11808094736998,1.700406963369,"60cm","spin","0g",-1
"918","8.32","12.3995726496","-10.7012108184","0.488692190558",-1.18779351872,"-3.29942644088",12.3995726496,-10.7012108184,-1.1587074453556,1.538899572888,"60cm","spin","0g",-1.2
"919","8.34","13.3867521368","-12.9268116305","0.453785605519",-1.18779351872,"1.91905415439",13.3867521368,-12.9268116305,-1.03558035186455,1.620208471605,"60cm","spin","0g",-1.2
"920","8.36","13.2670940171","-10.7621861832","0.436332312999",-0.993868046275,"2.08739223811",13.2670940171,-10.7621861832,-1.23275083623904,1.667198517069,"60cm","spin","0g",-1
"921","8.38","12.4594017094","-12.2255949363","0.418879020479",-0.993868046275,"-2.35673317206",12.4594017094,-12.2255949363,-1.01912436771529,1.502142408321,"60cm","spin","0g",-1
"922","8.4","13.8952991453","-12.286570301","0.401425727959",-1.18779351872,"-3.06375312368",13.8952991453,-12.286570301,-1.13093392255844,1.715697762765,"60cm","spin","0g",-1.2
"923","8.42","12.1303418803","-10.4268216772","0.366519142919",-1.21203420277,"0.336676167437",12.1303418803,-10.4268216772,-1.16337866473971,1.506746631729,"60cm","spin","0g",-1.2
"924","8.44","13.0576923077","-12.7743732187","0.349065850399",-1.06659009844,"0.0336676167437",13.0576923077,-12.7743732187,-1.02217870764769,1.575422649594,"60cm","spin","0g",-1.1
"925","8.46","13.0277777778","-10.6097477714","0.331612557879",-1.21203420277,"-0.134670466975",13.0277777778,-10.6097477714,-1.22790645531821,1.635874233528,"60cm","spin","0g",-1.2
"926","8.48","11.891025641","-11.7377920186","0.296705972839",-1.18779351872,"3.97277877576",11.891025641,-11.7377920186,-1.01305472291187,1.431520085592,"60cm","spin","0g",-1.2
"927","8.5","13.5363247863","-12.2255949363","0.279252680319",-0.969627362219,"4.17478447622",13.5363247863,-12.2255949363,-1.10721194811618,1.663680869856,"60cm","spin","0g",-1
"928","8.52","12.0405982906","-10.3353586302","0.261799387799",-0.921145994108,"1.0485439677E-14",12.0405982906,-10.3353586302,-1.16499085531655,1.496028984684,"60cm","spin","0g",-0.9
"929","8.54","13.0576923077","-13.0792500423","0.244346095279",-0.969627362219,"-4.17478447622",13.0576923077,-13.0792500423,-0.998351760649098,1.566276344886,"60cm","spin","0g",-1
"930","8.56","13.5363247863","-11.2499891009","0.226892802759",-1.18779351872,"-3.97277877576",13.5363247863,-11.2499891009,-1.20323003559329,1.692949044918,"60cm","spin","0g",-1.2
"931","8.58","12.4294871795","-12.1646195716","0.191986217719",-1.21203420277,"0.101002850231",12.4294871795,-12.1646195716,-1.02177360387976,1.499484489777,"60cm","spin","0g",-1.2
"932","8.6","14.0747863248","-12.6219348069","0.174532925199",-1.06659009844,"-0.235673317206",14.0747863248,-12.6219348069,-1.11510529408738,1.732559904513,"60cm","spin","0g",-1.1
"933","8.62","12.4294871795","-10.9755999597","0.157079632679",-1.21203420277,"-1.27936943626",12.4294871795,-10.9755999597,-1.13246539825963,1.535155078134,"60cm","spin","0g",-1.2
"934","8.64","13.2072649573","-12.6524224893","0.12217304764",-1.21203420277,"1.01002850231",13.2072649573,-12.6524224893,-1.04385266682876,1.601517068916,"60cm","spin","0g",-1.2
"935","8.66","12.9081196581","-10.9146245949","0.10471975512",-1.06659009844,"-0.90902565208",12.9081196581,-10.9146245949,-1.18264440026013,1.608779210868,"60cm","spin","0g",-1.1
"936","8.68","12.7884615385","-12.5609594422","0.0872664625997",-1.23627488683,"-3.03008550693",12.7884615385,-12.5609594422,-1.01811184068756,1.541440447509,"60cm","spin","0g",-1.2
"937","8.7","13.655982906","-11.7987673833","0.0523598775598",-1.28475625494,"-0.90902565208",13.655982906,-11.7987673833,-1.1574075886375,1.694434414401,"60cm","spin","0g",-1.3
"938","8.72","12.4594017094","-11.6463289715","0.0349065850399",-1.28475625494,"2.02005700462",12.4594017094,-11.6463289715,-1.06981365028325,1.519520387265,"60cm","spin","0g",-1.3
"939","8.74","13.297008547","-12.5609594422","0",-1.21203420277,"4.91547204458",13.297008547,-12.5609594422,-1.05859815949466,1.617722498784,"60cm","spin","0g",-1.2
"940","8.76","12.7884615385","-10.7621861832","-0.0174532925199",-0.993868046275,"3.26575882414",12.7884615385,-10.7621861832,-1.18827729987268,1.595403645279,"60cm","spin","0g",-1
"941","8.78","12.6388888889","-12.4085210304","-0.0349065850399",-0.993868046275,"-1.88538653765",12.6388888889,-12.4085210304,-1.01856529540754,1.523577702423,"60cm","spin","0g",-1
"942","8.8","13.1175213675","-11.1890137362","-0.0523598775598",-1.18779351872,"-1.88538653765",13.1175213675,-11.1890137362,-1.17235724942053,1.631957793039,"60cm","spin","0g",-1.2
"943","8.82","12.1004273504","-11.4938905597","-0.0872664625997",-1.18779351872,"3.29942644088",12.1004273504,-11.4938905597,-1.0527703641817,1.470247385769,"60cm","spin","0g",-1.2
"944","8.84","13.0876068376","-12.1646195716","-0.10471975512",-0.969627362219,"5.11747774505",13.0876068376,-12.1646195716,-1.07587473332539,1.598202438492,"60cm","spin","0g",-1
"945","8.86","12.1303418803","-10.3963339949","-0.12217304764",-0.896905310053,"2.96275027345",12.1303418803,-10.3963339949,-1.16679032111229,1.507661262198,"60cm","spin","0g",-0.9
"946","8.88","12.4594017094","-12.2255949363","-0.13962634016",-0.872664625997,"1.14469896929",12.4594017094,-12.2255949363,-1.01912436771529,1.502142408321,"60cm","spin","0g",-0.9
"947","8.9","12.6987179487","-10.7012108184","-0.157079632679",-0.872664625997,"0.235673317206",12.6987179487,-10.7012108184,-1.18666178661441,1.583771367753,"60cm","spin","0g",-0.9
"948","8.92","11.891025641","-11.5548659244","-0.174532925199",-0.872664625997,"0.0336676167437",11.891025641,-11.5548659244,-1.02909248093395,1.437007868418,"60cm","spin","0g",-0.9
"949","8.94","13.2371794872","-11.9207181127","-0.191986217719",-0.872664625997,"0.0336676167437",13.2371794872,-11.9207181127,-1.11043473740877,1.627955379699,"60cm","spin","0g",-0.9
"950","8.96","12.0405982906","-10.6402354537","-0.209439510239",-0.872664625997,"0.235673317206",12.0405982906,-10.6402354537,-1.13161013616602,1.486882679979,"60cm","spin","0g",-0.9
"951","8.98","12.9081196581","-12.4999840775","-0.226892802759",-0.872664625997,"1.14469896929",12.9081196581,-12.4999840775,-1.0326508880387,1.56121842639,"60cm","spin","0g",-0.9
"952","9","12.8482905983","-10.7316985008","-0.244346095279",-0.848423941942,"2.96275027345",12.8482905983,-10.7316985008,-1.1972280620204,1.605292634721,"60cm","spin","0g",-0.8
"953","9.02","12.2200854701","-12.0426688421","-0.261799387799",-0.775701889775,"5.0838101283",12.2200854701,-12.0426688421,-1.01473233469476,1.471732755252,"60cm","spin","0g",-0.8
"954","9.04","13.3568376068","-11.7073043362","-0.279252680319",-0.557535733276,"3.06375312368",13.3568376068,-11.7073043362,-1.14089778682011,1.652306510934,"60cm","spin","0g",-0.6
"955","9.06","11.9807692308","-11.006087642","-0.279252680319",-0.557535733276,"-3.06375312368",11.9807692308,-11.006087642,-1.08855840699292,1.46693275536,"60cm","spin","0g",-0.6
"956","9.08","13.0876068376","-12.4390087128","-0.296705972839",-0.775701889775,"-5.0838101283",13.0876068376,-12.4390087128,-1.05214226790697,1.589970764256,"60cm","spin","0g",-0.8
"957","9.1","12.5192307692","-10.5182847243","-0.314159265359",-0.848423941942,"-2.9290826567",12.5192307692,-10.5182847243,-1.19023501429632,1.562336073651,"60cm","spin","0g",-0.8
"958","9.12","12.4294871795","-12.3170579833","-0.331612557879",-0.872664625997,"-0.90902565208",12.4294871795,-12.3170579833,-1.0091279261941,1.494911337426,"60cm","spin","0g",-0.9
"959","9.14","13.2371794872","-11.2499891009","-0.349065850399",-0.872664625997,"0.90902565208",13.2371794872,-11.2499891009,-1.17663931657863,1.648077250053,"60cm","spin","0g",-0.9
"960","9.16","11.9209401709","-11.3109644656","-0.366519142919",-0.848423941942,"2.9290826567",11.9209401709,-11.3109644656,-1.05392782438271,1.448812091667,"60cm","spin","0g",-0.8
"961","9.18","13.2072649573","-12.1646195716","-0.383972435439",-0.775701889775,"5.0838101283",13.2072649573,-12.1646195716,-1.08571130231924,1.616151156447,"60cm","spin","0g",-0.8
"962","9.2","12.1004273504","-10.3658463125","-0.401425727959",-0.557535733276,"3.06375312368",12.1004273504,-10.3658463125,-1.16733617165521,1.504088713185,"60cm","spin","0g",-0.6
"963","9.22","12.4893162393","-12.286570301","-0.401425727959",-0.557535733276,"-3.03008550693",12.4893162393,-12.286570301,-1.01650142662542,1.504800326865,"60cm","spin","0g",-0.6
"964","9.24","12.7286324786","-10.6402354537","-0.418879020479",-0.775701889775,"-4.8481368111",12.7286324786,-10.6402354537,-1.19627357251514,1.590087808179,"60cm","spin","0g",-0.8
"965","9.26","11.891025641","-11.6768166539","-0.436332312999",-0.848423941942,"-1.81805130416",11.891025641,-11.6768166539,-1.01834481035792,1.433349346533,"60cm","spin","0g",-0.8
